"BMXHT"
63
69.04
65
65.16
69.88
63.72
64.8
65.44
63.96
63.96
65.52
61.64
58.04
64.92
66.04
60.56
65.24
67.32
62.2
62.96
66.48
62.64
68.44
64.8
67.44
63.84
60.16
64.64
63.48
63.36
66.72
64.92
68.08
64.36
64.64
70.4
61.08
64.2
60.68
68.64
66.52
62.28
61.16
61.2
66
68.08
61.28
69.48
63.6
58.92
64.8
67.12
64.84
59.6
62.2
60.56
67.2
72.52
63.2
69.28
63.48
63.16
65.24
64.04
65.12
68.2
70.04
65.4
71.8
63.68
69.8
62.28
64.48
66.76
66.52
61.96
59.2
66.52
60.52
65.12
65.4
64.12
65.52
65.8
61.4
66.88
68.36
62.52
64.6
66.08
67.88
64.72
61.92
66.84
66.36
62.52
63.2
63.16
65.48
61.56
64
66.52
67.68
63.36
66.48
55.72
62.08
62.2
61.52
69.56
63.44
59.68
60.48
65.2
61.24
62
68.64
62.84
65.36
64.2
63.28
64.6
63.72
65.96
62.2
64.76
64.52
66.36
61.32
66.28
66.36
60.12
67.04
63.68
65.64
67.64
58.84
62.28
63.72
63.8
67.4
67.16
64.04
62.96
68.56
64.48
65.2
63.24
63.36
61.64
68.04
63.88
69.24
62.6
67.08
71.6
67
60.76
64.92
59.28
67
65.72
64.04
62.16
61.28
63.52
62.16
61.36
68.32
66.76
60.44
65.8
64.16
60.28
63.8
65.92
59.12
64.08
64.2
64.24
70.52
68.28
70.24
57.96
64.12
67.28
63.2
63.12
62.44
59.84
61.64
65.4
61.84
64.64
64.64
65.44
66.48
62.08
58.96
63.28
65.12
64.68
66.96
58.04
63.16
64.64
63.6
69.32
63.2
65.56
64.2
63.28
68.84
65.84
63.96
66.72
64.8
63.68
62.6
63.36
64.92
63.96
66.28
67.96
66.68
61.08
59.28
66.08
69.6
68.52
65.28
64.4
65.8
65.92
65.56
59.92
65.16
62.56
64.48
64.48
62.6
64.32
64.64
63.16
63.64
63.76
62.76
61.44
60.04
63.36
58.2
61.76
62
64.88
61.92
63.4
74.2
62
67.36
62.8
67.16
73.52
63.08
55.92
67
66.36
68.16
63.92
64.28
63.12
59.56
63.16
57.64
66.28
63.64
60.88
62.84
64.72
65.8
62.64
65.68
67.08
68.56
67.64
68.16
63.08
64.84
60.6
67.96
61.68
64.4
60.76
73.88
63.4
63.56
64.36
58.96
66.72
64.04
66.64
62.52
60.6
61.4
62.12
62.44
60.36
68.12
61.32
63.4
65.16
62.44
67.76
66.56
63.88
66.92
64.4
64.56
59.56
68.88
69.32
69.12
67.52
57.32
68.32
61.2
64.92
67.48
63.96
70.28
62.8
60.96
62.28
63.72
66.16
63
64.64
64.96
61.48
68.28
62.72
62.12
65.84
71.72
65.8
65.68
62.08
66.84
63.08
65.08
65.08
66.6
66.76
65.92
68.68
62.24
62.08
61.92
62
64.8
62.44
65.12
62.68
64.32
66.44
62.64
66.04
64.6
64.8
66.44
60.12
64.96
63.68
66.6
60.76
69.48
61.96
66.52
64.84
61.64
63.48
70
63.92
67.28
66.68
62.64
67.8
63.12
65.92
65.28
59.88
63.08
66.52
59.68
71.56
57.32
68.32
64.48
63.08
59.96
64.88
63.48
62.76
65.16
65.68
66.28
67.16
60.4
56.92
67.52
62.04
58.6
66.6
60.72
62.56
62.6
63.12
62.84
65.68
63.72
66.84
68.92
64.8
65.56
65.04
69.28
62.84
66.04
63.68
66.76
63.28
65.64
60.96
70.48
63.28
62.76
67.24
66.6
65.2
66.28
64.2
65.72
64.36
61.8
65.16
64.84
64.88
65.88
59.4
59.72
70.44
67.88
57.84
69.84
62.88
60.36
66.68
65.88
64.64
65.56
60.12
63.6
63.6
61.36
68.84
58.52
63.08
65.92
65.2
61.52
68.56
60.64
63.84
60.76
64.72
65.44
62.08
68.76
60.96
67.76
62.48
65.16
63.2
64.08
66.2
68.72
67.44
67.76
70.2
63.28
65.88
64.76
68.6
65.84
64.44
65.4
66.16
63.32
60.44
63.72
64.96
64
64.28
63.88
65.2
65.64
62.68
65.08
68.16
67.52
65.76
60.88
62.4
67.12
63.52
58.32
66.96
67.8
62.12
64.24
65.44
61.24
61.16
68.6
63.36
63.84
57.72
59.08
65.48
62.32
65.6
65.52
63.76
63.08
61.92
68.4
66.48
66.08
66.36
65.72
64.88
62.88
65.04
67.32
61.48
68.8
59.56
60.4
68.28
65.92
65.28
62.24
63.2
64.52
69.6
62.24
57.72
64.36
61.64
65.96
68.88
63.36
67
65
65.4
65.64
58.88
63.88
65.04
68.32
69
62.32
63.64
65.12
66.76
66.76
65.8
60.32
62.2
64
67.12
57.76
59.36
65.72
64.04
57.88
67.12
65.96
64.08
66.08
63.76
71.08
62.08
61.6
61.28
61.64
67.88
63.6
63.6
62.8
65.76
66.16
65.48
62.96
63.32
64.68
65.76
67.4
63.64
69.6
64.4
65.04
66.56
68.04
64.04
63.2
67.36
67.36
63.76
59.4
66.68
61.84
61.28
65.24
68.52
63.28
67.84
66.64
62.96
61.48
68.2
65.76
63.76
64.04
61.04
67.16
65.12
66.84
61.44
68.36
65.48
71.64
62
68.72
65.2
64.4
65.64
68.04
62
63.44
60.44
65.8
62.24
66.64
61.88
64.88
63.8
62.8
66.36
65.16
67.56
66.72
64.6
66.56
67
61.24
61.16
67.4
65.08
61.24
65.16
66.4
64.68
67.4
67.56
65.8
66.64
70.2
63.28
69
64.8
63.76
64.24
63.4
57.48
64.92
66.84
63.88
61.84
60.48
66.88
66.08
65.76
64.04
64.88
59.92
69.68
65.4
65.6
62.64
63.76
66
68.64
63
63.64
64.16
64.76
66.8
60.32
66.48
66.4
68.4
63.6
64.4
70.96
65.6
71.04
60.68
66.12
63.76
63.08
66.76
66.96
70.68
62.32
68.36
60.36
65.72
68.16
66.64
64.52
69
63.12
64.56
62.52
67.2
64.56
62.4
64.96
61.2
66.4
65.8
65.84
60.04
63.76
65.4
64.36
67.6
64.32
58.64
68
63.04
65.8
62.04
65.4
63.84
65.64
67.16
64.12
66.76
66.8
62.44
67.52
63.68
65.8
61.76
62.36
69.88
69.48
67.16
64.84
67.8
62.76
65.24
61.8
62.48
63.44
67.08
61.84
64.48
64.92
61.76
60.88
64.88
64.76
66.84
66.48
57.76
61.96
63.48
66.12
65.2
60.6
65.76
65.88
63.4
65.72
65.28
63.96
62.52
64.6
68.48
66.24
63.4
63.96
60.08
66.28
67.16
66.08
64.6
61.6
64
65.08
60.32
67.52
68.12
62.12
66.76
68.6
64.92
66.08
64.44
62.2
63.08
66.2
63.96
63.84
63
62.44
71.44
59.28
65.56
63.84
65.16
62.56
63.08
63.16
66.08
61.6
65.88
66.64
65.68
63.96
60.32
67.76
59.24
66.56
65.44
61.44
62.36
67.52
63.12
60.72
62.68
61.4
67.48
61.52
67.2
68.88
59.64
63.2
66.12
60.96
66.6
66.04
65.56
65.6
62.44
67.6
64.8
64.04
55.6
60.88
66.68
66.48
60.68
64.28
63.68
71.28
59.6
62.2
64.28
69.08
66.56
62.72
63.96
66.96
60.12
62.36
60.76
64.4
66.04
67.36
66.72
67.68
59.44
61
61.88
69.48
64.2
66.32
62.96
60
65.56
65.76
65.64
63.52
67.96
67.16
67.16
64.48
65.36
67.12
63.84
67.6
69.32
67.32
65.12
61.2
63.8
64.64
71.12
62.28
63.68
58.8
63.56
65.48
65.2
58.84
62.32
63.76
63.8
58.52
61.2
61.68
59.28
62.76
63.56
65.92
60.76
66.04
65.48
59.96
59.48
67.32
62.36
68.44
63.4
68.44
63.52
61.48
66.64
65.32
66.6
65.72
68.08
65.64
63.04
65.8
62.72
60.52
65.16
70
62.2
64.28
61.04
66.12
67
63.16
67.52
59.68
62.08
66.4
65.72
67.68
63.44
57.76
60.2
71
61.56
59.52
61.96
62.2
63.04
63.16
65.6
62
64.96
62.92
64.76
64.96
62.6
66.72
66
67.88
66.12
68.96
61.36
63.76
64.96
69.56
65.2
63.96
64.68
65.64
67.44
60.72
62.68
57.6
68.16
63.72
65.88
61.4
64.76
63.68
66.04
62.2
64.36
65.68
65.52
65.4
66.84
62.4
68.28
63.12
61.28
66.52
62.48
65.76
62.08
60.52
57.96
64.2
64.8
63.72
59.6
62.44
63.64
68.04
60.92
67.6
62.12
62.84
67.08
68.52
71.32
56.52
66.84
64
62.84
62.92
65.36
63.28
66.44
64.84
64
63.32
61.36
66.24
62.76
62.96
62.24
61.88
62.64
62.64
60.36
66.96
59.4
65.52
66.64
65.12
63
62.48
61.6
58.64
64.84
61.28
63.76
66.04
65.08
68.96
63.76
67.4
65.64
68.68
64.44
68.12
60.24
61.72
64.4
65.4
65.56
67.96
65.4
61.16
64.04
67.76
64.76
67.8
64.56
68.56
71.92
62.24
65.84
60.28
64.68
65.76
64.72
63.28
56.48
63.08
62.52
65.76
63.76
65.6
64.28
65.16
65.08
62.4
67.76
60.4
62.32
65.08
66.08
59.92
65.28
66.16
67.52
65.76
65.76
63.2
67.8
67.96
61.56
66.08
68.2
64.52
61.08
64.52
64.76
63.76
64.6
64
61.2
64.12
64.56
69.2
62.12
64.36
65.92
66.64
63.72
62.84
66.92
62.92
62.6
65.24
65.4
65.08
63.76
66.76
62.6
63.2
63.8
66.04
64.56
62.96
64.16
65.28
62.96
63.24
69.08
60.64
65.64
62.36
62.64
65.08
66.16
61.92
64.2
63.32
65.76
66.12
67.32
66.64
66.48
63.4
68.36
68.92
64.72
61.96
63.76
66.68
62.4
67.72
64.6
64.4
62.64
64.6
64.24
65.88
63.72
68.84
63.2
62.4
61.8
62.72
63.84
64
63.56
68.8
64.28
64.44
66.52
66.92
64.2
63.76
65.44
67
63.6
67
60.84
68.36
62.24
64.52
65.64
60.96
63.84
64.48
64.8
63.32
65.44
60.04
65.12
66.72
60.76
64.84
61.16
64.72
61.64
63.48
60.12
65.12
63.24
65.28
62.08
64.84
62.84
65.04
61.56
64.32
62.28
67.08
60.04
69.04
60.32
63.96
68.96
64.8
62.12
63.84
68
67.64
66.24
63.12
66.2
64.8
66.12
64.08
61.08
67.12
64.48
67.6
62.8
65.16
63.8
61.92
62.2
59.56
68.68
61.32
60.2
67.04
69.76
67.28
65.2
65.32
65.84
63.2
62.48
68.12
61.08
61.68
65.2
63.88
64.32
63.44
64.48
62.96
67.52
65.76
68.68
63.92
62.08
66.04
69.16
61.4
71.2
66.68
61.64
65.24
62.8
63.44
68.72
64.4
67.16
65.68
60.92
58.76
65.84
65.4
65.96
67.32
66.2
61.16
68.8
67.84
68.44
63.44
63.8
65.44
64.4
63.4
66.08
67.28
68.16
64.32
66.68
65.92
67.24
67.44
64.92
58.8
61.24
63.08
66.92
66.92
62.8
61.64
63.6
62.6
63.8
60.24
59.16
64.08
62.72
65.6
65.92
66.08
62.72
66.04
60.2
59.6
68.88
63.28
60.88
67.44
56
67.2
65.84
63.28
67.84
62.92
62.32
58.64
64.6
64.92
70.16
63.28
63
62.04
64.92
66.48
62.24
65.64
62.48
63.44
64
70
60.36
63.08
64.64
61.44
61.04
66.84
62.76
64.72
65.6
65.6
62.96
65.08
63.2
60.12
64.56
64.36
63.8
63.4
66.44
61.52
63.84
64.28
65.2
67.8
64.24
67.6
64.68
65.72
69.12
61.88
65.24
56.36
65.28
65.6
61.4
63.92
61.76
62.28
64.6
63.92
66
68
66.2
63.04
57.72
62.84
65.32
68.04
62.96
65.96
61.68
66.16
68.72
64.52
63.48
65.28
59.84
67.88
60.68
64.32
65.44
69.8
68.68
64.92
58.08
60.2
65.68
64.4
62.68
62.84
66.48
67.84
63.44
61.2
66.64
64.4
64.44
60.96
64.24
67.28
64.72
62.68
63.36
66.52
63.44
68.68
70.24
63
62.76
59.96
65.6
67.56
62.72
67.2
68.96
65.32
66.6
70.08
61.8
66.56
58.2
64.8
63.16
58.84
63.56
64.52
67.8
61.12
64.68
61.76
66.72
64.32
62.92
65.28
66.92
59.72
63.96
59.76
64.2
64.64
62.56
60.64
61.28
67.68
69.84
72.36
63.4
64.08
59.24
67.4
63.44
67.96
65.36
60.64
68
61.96
68
67.36
62.68
62.08
67.12
64.64
64.56
59.44
66.04
64.12
64.84
64.24
65.84
63.52
66.56
63.08
59.88
66.76
66.48
60.68
69.2
66.12
67.52
60.52
62.84
66.96
64.24
65.88
60.4
59.8
67.56
66.92
68.88
65.8
65.32
65.6
66
66.6
65
63.76
60.56
60.16
66.44
62.08
64.04
58.36
66
66.96
62.92
61.48
61.4
59.44
66.04
62.48
62.56
62.32
63.72
64.08
63.12
64.16
73.76
62.44
65.64
65.4
67.04
70.52
64.4
62.08
68.72
67.24
66.48
64.6
63.96
67.24
66.8
63.96
62.36
67.04
61.92
69.92
65.68
60.76
65.12
68.84
63.2
63.52
63
62.64
63.84
64.12
62.8
69.28
63.2
59.4
64.4
65.64
58.6
67.04
65.36
61.72
63.52
65.8
60.08
64.6
65.08
70.28
63.6
66.12
64
67.56
64.88
64.08
61.76
68.04
64.28
69.68
69.32
64.52
60.12
62.32
61.56
67.48
66.92
66.48
61.24
65.68
62.64
64.88
68.36
61.32
63.76
63.16
63.04
63.84
64.28
61.68
68.4
67.56
64.08
65.28
60.84
61.24
66.52
66.24
62.48
58.84
67.36
65.92
65.6
62.96
56.6
63.88
67.64
66.08
67.56
67.32
70.2
62.8
64.84
61.48
62.76
70.08
66.12
60.88
67.12
62.84
64.6
65.56
66.4
60.24
66.2
62.52
63.28
58.24
67.84
63.2
67
64.16
66.48
60.8
64.64
65.76
67.2
65.44
66.32
61.64
64.28
62.48
67
65.12
69.48
64.96
66.24
64.88
68.08
65.6
65.44
64.04
63.4
67.88
62.08
64.08
60.32
68.04
64.4
62.36
66.12
61.4
66.08
70
67.88
63.96
63.6
64.16
64.36
65.04
67.56
67
65.04
62
53.48
67.6
65.32
65.16
63.16
64.56
63.52
62.8
67.44
65.32
67.64
64.32
63.32
66.04
66.32
65.2
64.32
66.44
66.88
66.8
60.84
62.16
61.72
60.2
67.08
62.2
64.08
64.4
65.2
64.6
71.84
56.52
64.84
69.48
64.2
64.32
61.24
63.44
65.2
62.44
66.2
64.36
61.64
62.72
63.12
73
63.8
69.68
64.64
61.84
60.92
70.8
65.36
65.2
63.44
64.48
67.04
60.8
66.76
67.6
63.32
66.88
67.6
69.64
67.6
63.68
67.8
63.36
59.44
64.08
63.8
63.2
64.2
64.8
68.48
64.76
61.2
71.88
61.76
65.76
66.12
63.72
66.16
62.92
60.8
66.12
63.24
66.44
63.88
63.6
63.56
63.36
63.64
65.16
70.12
65.48
63.52
66.6
62
65.6
61.8
64.44
62.04
60.76
61.6
70.6
61.36
66.36
65.28
65.76
65.56
66.16
62.68
63.44
68.88
64.96
66.84
65.56
69.2
67.44
66.28
71
68.04
67.96
63.4
65.2
63.68
63
67.76
59
64.36
61.04
62.76
68.68
64.6
61.48
62.64
64.68
67.6
63.88
62.04
64.76
67.48
66.08
63.08
66.48
66.2
61
60.72
64.4
69.4
63.8
65.72
67.12
68.16
63.8
60.44
65.08
69.56
66.56
67.56
63.32
66.84
62.24
65.88
65.8
65.8
69.68
64.2
62.08
57.88
66.2
66.2
60.76
68.64
70.56
64.04
62.48
72.28
66.96
64.84
64.72
66.4
63.48
67.84
65.48
64.88
61.08
63.16
62.4
66.48
62.28
60
59.84
61.28
61.08
61.68
65.68
64.28
66.24
65.76
63.16
68.6
60.84
61.56
62.36
64.2
66.56
64.16
66.56
62.4
65.84
62.84
61.04
66.28
66.08
69.36
63.44
62.36
68.6
60.28
64.16
60.44
62.56
62.32
66.52
69.36
65.04
72.24
60.76
63.2
63.6
61.04
63.2
67.32
65.92
62.48
62.96
62.56
65.76
59.04
67.92
65.08
61.12
63.36
63.2
63.68
65.4
67.16
68.64
61.32
67.56
61.4
65.32
66.96
60.12
64.16
63.64
58.92
59.88
63.8
62.88
63.6
63.48
67.04
67.44
61.32
66.72
67.08
63.16
62.6
69.4
66.56
71.88
68.76
66.76
64.2
67.56
63
64.84
62.08
62.04
64.44
70.32
63.28
64.6
64.28
65.8
71.76
62.48
65.04
70.44
61.52
60.28
64.16
65.6
64.48
60.44
59.16
67.32
65.48
70.84
61.56
63.8
66.12
63.08
69.68
64.8
61.88
64
61.84
64
65.12
65.28
64.68
65.84
69.28
67.84
66.48
65.36
69.48
67.2
66.56
61.8
74.72
63.36
68.08
60.92
63.76
65.28
62.72
62.36
62.92
66.76
65.2
65.76
67.72
64.36
64.24
70
58
65.36
64.68
66.08
67.36
61.52
62.2
57.84
59.96
62.04
69.04
61.4
69.88
64.08
66.72
61.92
62
67.12
63.68
66.32
68.76
66.04
68.76
64.36
69.64
64.76
68.12
67.32
63.4
64.32
69.44
65.64
62.4
61.76
61.88
61.96
62.48
61.12
60.92
63.2
68.24
69.48
62.52
60.68
68
60.2
62.92
65.36
64.4
65.28
68.48
63.8
70.24
62.8
61.68
68.56
63.68
62.76
67.32
62.16
65.4
64.08
60.76
60
60.64
67.56
62.56
68.76
69.12
62.08
66.08
61.92
60.4
63.56
66.76
65.52
64.68
64.96
64.56
62.12
68.36
64.4
64.72
60
69.52
65.32
60.08
62.32
65.92
61.24
66.44
61.2
64.96
